"nation","year_to_survive_to","deferral_reduction","idu_type","deferral_effect_year","calibration_prevalence_1991","donor_non_clearance","contamination_constant","contamination_constant_prop","units_per_donation_scenario","trans_survival_years","hepc_survival_hazard","survivor_non_clearance","trans_survival_hazard_scenario","total_infected","total_chronic_infected","total_chronic_survived_transfusion","chronic_infected_survived_long_hepc_trans","died_trans_hcv","excess_deaths_hcv"
"Northern Ireland",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",455,373,138,57,316,0
"Northern Ireland",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",507,416,154,63,353,0
"Northern Ireland",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",560,459,170,68,390,0
"Northern Ireland",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",664,544,201,79,465,0
"Northern Ireland",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",468,384,142,59,325,0
"Northern Ireland",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",517,424,157,64,360,0
"Northern Ireland",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",566,464,172,69,395,0
"Northern Ireland",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",664,544,201,79,465,0
"Northern Ireland",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",413,338,125,53,286,0
"Northern Ireland",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",476,390,144,59,331,0
"Northern Ireland",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",538,441,163,66,375,0
"Northern Ireland",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",664,544,201,79,465,0
"Northern Ireland",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",419,344,127,54,290,0
"Northern Ireland",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",480,394,146,60,334,0
"Northern Ireland",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",542,444,164,67,378,0
"Northern Ireland",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",664,544,201,79,465,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",1362,1116,413,141,976,94
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",1322,1084,401,137,947,91
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1282,1051,389,133,919,89
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",1457,1195,442,152,1043,100
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",1393,1142,422,145,998,96
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1330,1090,403,138,952,92
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",878,720,266,95,625,59
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",959,787,291,102,684,65
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1040,853,315,110,743,71
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",901,739,273,98,641,61
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",977,801,296,104,696,66
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1052,862,319,111,752,72
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",1362,1116,413,133,983,97
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",1322,1084,401,129,954,94
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1282,1051,389,125,926,91
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",1457,1195,442,144,1051,103
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",1393,1142,422,137,1005,99
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1330,1090,403,131,960,94
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",878,720,266,90,630,61
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",959,787,291,97,690,67
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1040,853,315,104,749,73
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",901,739,273,92,647,63
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",977,801,296,99,702,68
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1052,862,319,105,757,74
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",1362,1116,413,144,972,93
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",1322,1084,401,140,944,90
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1282,1051,389,136,915,88
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",1457,1195,442,155,1039,99
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",1393,1142,422,148,994,95
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1330,1090,403,141,949,91
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",878,720,266,98,622,58
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",959,787,291,105,681,64
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1040,853,315,113,741,70
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",901,739,273,100,639,60
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",977,801,296,107,694,65
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1052,862,319,114,749,71
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",1362,1116,413,159,957,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",1322,1084,401,155,929,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1282,1051,389,150,901,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",1457,1195,442,171,1023,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",1393,1142,422,164,979,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1330,1090,403,156,934,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",878,720,266,107,613,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",959,787,291,116,671,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1040,853,315,124,729,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",901,739,273,110,629,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",977,801,296,118,683,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1052,862,319,125,737,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",1362,1116,413,153,963,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",1322,1084,401,149,935,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1282,1051,389,144,907,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",1457,1195,442,165,1030,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",1393,1142,422,158,985,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1330,1090,403,150,940,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",878,720,266,103,617,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",959,787,291,111,675,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1040,853,315,119,734,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",901,739,273,106,633,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",977,801,296,113,687,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1052,862,319,121,742,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",1362,1116,413,163,953,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",1322,1084,401,158,926,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1282,1051,389,153,898,0
"Wales",2019,0.67,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",1457,1195,442,175,1019,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",1393,1142,422,167,975,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1330,1090,403,160,931,0
"Wales",2019,0.67,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",878,720,266,110,610,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",959,787,291,118,668,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1040,853,315,127,726,0
"Wales",2019,0.33,"ever",1985,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",901,739,273,113,626,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",977,801,296,121,680,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1052,862,319,128,734,0
"Wales",2019,0.33,"ever",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",824,676,250,90,586,55
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",919,754,279,98,655,62
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1013,831,307,107,724,69
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",848,695,257,93,603,57
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",936,768,284,100,667,64
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",1025,841,311,108,732,70
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",747,613,227,82,530,50
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",861,706,261,93,613,58
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",975,799,295,103,696,67
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",759,623,230,84,539,51
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"basic",870,713,264,94,620,59
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"basic",981,804,297,104,700,67
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"basic",1202,986,364,124,862,83
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",824,676,250,85,591,57
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",919,754,279,93,660,64
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1013,831,307,101,730,71
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",848,695,257,88,608,59
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",936,768,284,95,673,65
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",1025,841,311,103,738,72
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",747,613,227,78,535,51
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",861,706,261,88,618,60
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",975,799,295,98,702,68
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"age",759,623,230,79,543,52
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"age",870,713,264,89,625,61
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"age",981,804,297,98,706,69
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"age",1202,986,364,118,868,86
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",824,676,250,92,584,55
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",919,754,279,101,652,61
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1013,831,307,110,721,68
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",848,695,257,95,600,56
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",936,768,284,103,665,63
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",1025,841,311,111,729,69
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",747,613,227,85,528,49
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",861,706,261,95,611,57
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",975,799,295,106,693,66
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1.53,0.82,"none",759,623,230,86,536,50
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1.53,0.82,"none",870,713,264,96,617,58
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1.53,0.82,"none",981,804,297,107,698,66
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1.53,0.82,"none",1202,986,364,127,859,82
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",824,676,250,101,575,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",919,754,279,111,642,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1013,831,307,121,710,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",848,695,257,104,591,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",936,768,284,113,654,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",1025,841,311,122,718,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",747,613,227,93,520,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",861,706,261,105,601,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",975,799,295,117,683,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"basic",759,623,230,94,528,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"basic",870,713,264,106,608,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"basic",981,804,297,117,687,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"basic",1202,986,364,140,845,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",824,676,250,98,578,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",919,754,279,107,646,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1013,831,307,116,715,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",848,695,257,101,595,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",936,768,284,109,659,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",1025,841,311,118,723,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",747,613,227,89,523,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",861,706,261,101,605,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",975,799,295,112,687,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"age",759,623,230,91,532,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"age",870,713,264,102,611,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"age",981,804,297,113,691,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"age",1202,986,364,135,851,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",824,676,250,104,572,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",919,754,279,114,640,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1013,831,307,124,707,0
"Wales",2019,0.33,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",848,695,257,107,588,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",936,768,284,116,652,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",1025,841,311,125,715,0
"Wales",2019,0.33,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",747,613,227,95,518,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",861,706,261,107,599,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",975,799,295,119,680,0
"Wales",2019,0.2,"past",1986,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
