"nation","year_to_survive_to","deferral_reduction","idu_type","deferral_effect_year","calibration_prevalence_1991","donor_non_clearance","contamination_constant","contamination_constant_prop","units_per_donation_scenario","trans_survival_years","hepc_survival_hazard","survivor_non_clearance","trans_survival_hazard_scenario","total_infected","total_chronic_infected","total_chronic_survived_transfusion","chronic_infected_survived_long_hepc_trans","died_trans_hcv","excess_deaths_hcv"
"Wales",2019,0.2,"past",1987,0.066,0.74,0,0,"NBTSS",10,1,0.82,"none",759,623,230,97,526,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.0165,0.25,"NBTSS",10,1,0.82,"none",870,713,264,109,605,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.033,0.5,"NBTSS",10,1,0.82,"none",981,804,297,120,684,0
"Wales",2019,0.2,"past",1987,0.066,0.74,0.066,1,"NBTSS",10,1,0.82,"none",1202,986,364,144,842,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",2252,1847,683,245,1602,152
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"basic",2717,2228,823,285,1943,186
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"basic",3182,2609,964,325,2284,221
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"basic",4111,3371,1246,405,2966,291
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",2442,2002,740,265,1737,165
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"basic",2859,2344,867,300,2044,196
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"basic",3276,2687,993,335,2352,228
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"basic",4111,3371,1246,405,2966,291
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",1832,1502,555,207,1296,121
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"basic",2402,1970,728,256,1713,163
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"basic",2971,2437,901,306,2131,206
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"basic",4111,3371,1246,405,2966,291
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"basic",1878,1540,569,211,1328,124
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"basic",2436,1998,738,260,1738,166
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"basic",2994,2455,908,308,2147,208
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"basic",4111,3371,1246,405,2966,291
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"age",2252,1847,683,230,1617,157
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"age",2717,2228,823,267,1961,193
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"age",3182,2609,964,305,2304,228
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"age",4111,3371,1246,380,2991,300
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"age",2442,2002,740,248,1754,170
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"age",2859,2344,867,281,2063,203
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"age",3276,2687,993,314,2373,235
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"age",4111,3371,1246,380,2991,300
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"age",1832,1502,555,193,1309,125
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"age",2402,1970,728,240,1730,169
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"age",2971,2437,901,287,2150,213
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"age",4111,3371,1246,380,2991,300
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"age",1878,1540,569,198,1342,129
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"age",2436,1998,738,243,1754,171
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"age",2994,2455,908,289,2167,214
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"age",4111,3371,1246,380,2991,300
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"none",2252,1847,683,253,1594,149
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"none",2717,2228,823,294,1934,183
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"none",3182,2609,964,335,2274,218
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"none",4111,3371,1246,416,2954,287
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"none",2442,2002,740,274,1729,162
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"none",2859,2344,867,309,2035,193
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"none",3276,2687,993,345,2341,224
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"none",4111,3371,1246,416,2954,287
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"none",1832,1502,555,214,1289,118
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"none",2402,1970,728,265,1705,161
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"none",2971,2437,901,315,2121,203
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"none",4111,3371,1246,416,2954,287
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1.53,0.82,"none",1878,1540,569,219,1321,121
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1.53,0.82,"none",2436,1998,738,268,1729,163
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1.53,0.82,"none",2994,2455,908,318,2138,204
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1.53,0.82,"none",4111,3371,1246,416,2954,287
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"basic",2252,1847,683,278,1569,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"basic",2717,2228,823,324,1904,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"basic",3182,2609,964,370,2239,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"basic",4111,3371,1246,462,2909,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"basic",2442,2002,740,300,1702,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"basic",2859,2344,867,341,2004,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"basic",3276,2687,993,381,2305,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"basic",4111,3371,1246,462,2909,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"basic",1832,1502,555,234,1269,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"basic",2402,1970,728,291,1679,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"basic",2971,2437,901,348,2089,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"basic",4111,3371,1246,462,2909,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"basic",1878,1540,569,239,1301,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"basic",2436,1998,738,295,1703,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"basic",2994,2455,908,351,2105,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"basic",4111,3371,1246,462,2909,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"age",2252,1847,683,266,1581,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"age",2717,2228,823,310,1918,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"age",3182,2609,964,354,2255,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"age",4111,3371,1246,442,2928,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"age",2442,2002,740,287,1715,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"age",2859,2344,867,326,2018,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"age",3276,2687,993,365,2322,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"age",4111,3371,1246,442,2928,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"age",1832,1502,555,224,1279,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"age",2402,1970,728,278,1691,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"age",2971,2437,901,333,2104,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"age",4111,3371,1246,442,2928,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"age",1878,1540,569,229,1311,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"age",2436,1998,738,282,1715,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"age",2994,2455,908,336,2120,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"age",4111,3371,1246,442,2928,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"none",2252,1847,683,286,1561,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"none",2717,2228,823,333,1894,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"none",3182,2609,964,380,2228,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"none",4111,3371,1246,474,2896,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"none",2442,2002,740,309,1693,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"none",2859,2344,867,351,1994,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"none",3276,2687,993,392,2295,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"none",4111,3371,1246,474,2896,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"NBTSS",10,1,0.82,"none",1832,1502,555,241,1261,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"none",2402,1970,728,300,1670,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"none",2971,2437,901,358,2079,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"none",4111,3371,1246,474,2896,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"NBTSS",10,1,0.82,"none",1878,1540,569,247,1293,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"NBTSS",10,1,0.82,"none",2436,1998,738,304,1694,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"NBTSS",10,1,0.82,"none",2994,2455,908,361,2095,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"NBTSS",10,1,0.82,"none",4111,3371,1246,474,2896,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"basic",1438,1179,436,154,1025,98
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"basic",1787,1465,542,183,1282,124
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"basic",2137,1752,648,212,1540,151
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"basic",2836,2325,859,271,2054,204
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"basic",1562,1281,473,167,1114,106
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"basic",1880,1542,570,193,1349,131
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"basic",2199,1803,666,219,1584,155
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"basic",2836,2325,859,271,2054,204
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"basic",1131,927,343,126,802,75
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"basic",1557,1277,472,162,1115,107
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"basic",1983,1626,601,198,1428,139
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"basic",2836,2325,859,271,2054,204
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"basic",1161,952,352,129,823,77
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"basic",1580,1295,479,164,1131,109
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"basic",1998,1639,606,200,1439,141
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"basic",2836,2325,859,271,2054,204
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"age",1438,1179,436,144,1035,101
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"age",1787,1465,542,172,1294,128
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"age",2137,1752,648,199,1553,155
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"age",2836,2325,859,255,2071,210
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"age",1562,1281,473,156,1125,110
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"age",1880,1542,570,181,1361,135
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"age",2199,1803,666,205,1598,160
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"age",2836,2325,859,255,2071,210
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"age",1131,927,343,118,810,78
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"age",1557,1277,472,152,1125,111
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"age",1983,1626,601,186,1440,144
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"age",2836,2325,859,255,2071,210
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"age",1161,952,352,121,831,80
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"age",1580,1295,479,154,1141,112
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"age",1998,1639,606,188,1451,145
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"age",2836,2325,859,255,2071,210
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"none",1438,1179,436,159,1020,96
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"none",1787,1465,542,189,1277,122
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"none",2137,1752,648,219,1533,149
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"none",2836,2325,859,279,2047,201
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"none",1562,1281,473,172,1109,104
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"none",1880,1542,570,199,1343,129
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"none",2199,1803,666,225,1578,153
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"none",2836,2325,859,279,2047,201
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1.53,0.82,"none",1131,927,343,130,797,74
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"none",1557,1277,472,167,1110,106
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"none",1983,1626,601,204,1422,137
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"none",2836,2325,859,279,2047,201
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1.53,0.82,"none",1161,952,352,133,819,76
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1.53,0.82,"none",1580,1295,479,170,1126,107
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1.53,0.82,"none",1998,1639,606,206,1433,138
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1.53,0.82,"none",2836,2325,859,279,2047,201
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"basic",1438,1179,436,174,1004,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"basic",1787,1465,542,208,1257,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"basic",2137,1752,648,242,1510,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"basic",2836,2325,859,310,2015,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"basic",1562,1281,473,189,1092,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"basic",1880,1542,570,220,1322,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"basic",2199,1803,666,250,1553,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"basic",2836,2325,859,310,2015,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"basic",1131,927,343,142,785,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"basic",1557,1277,472,184,1092,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"basic",1983,1626,601,226,1400,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"basic",2836,2325,859,310,2015,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"basic",1161,952,352,146,806,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"basic",1580,1295,479,187,1108,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"basic",1998,1639,606,228,1411,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"basic",2836,2325,859,310,2015,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"age",1438,1179,436,167,1012,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"age",1787,1465,542,199,1266,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"age",2137,1752,648,232,1520,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"age",2836,2325,859,297,2028,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"age",1562,1281,473,181,1100,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"age",1880,1542,570,210,1332,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"age",2199,1803,666,239,1564,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"age",2836,2325,859,297,2028,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"age",1131,927,343,136,791,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"age",1557,1277,472,176,1100,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"age",1983,1626,601,217,1410,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"age",2836,2325,859,297,2028,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"age",1161,952,352,140,812,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"age",1580,1295,479,179,1116,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"age",1998,1639,606,218,1420,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"age",2836,2325,859,297,2028,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"none",1438,1179,436,180,999,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"none",1787,1465,542,214,1251,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"none",2137,1752,648,249,1503,0
"Scotland",2019,0.67,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"none",2836,2325,859,318,2007,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"none",1562,1281,473,195,1086,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"none",1880,1542,570,226,1316,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"none",2199,1803,666,256,1547,0
"Scotland",2019,0.67,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"none",2836,2325,859,318,2007,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0,0,"S&G",10,1,0.82,"none",1131,927,343,147,780,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"none",1557,1277,472,190,1087,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"none",1983,1626,601,233,1394,0
"Scotland",2019,0.33,"ever",1984,0.088,0.74,0.088,1,"S&G",10,1,0.82,"none",2836,2325,859,318,2007,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0,0,"S&G",10,1,0.82,"none",1161,952,352,151,801,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.022,0.25,"S&G",10,1,0.82,"none",1580,1295,479,192,1103,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.044,0.5,"S&G",10,1,0.82,"none",1998,1639,606,234,1404,0
"Scotland",2019,0.33,"ever",1985,0.088,0.74,0.088,1,"S&G",10,1,0.82,"none",2836,2325,859,318,2007,0
